result: 0.0192108, ground_truth: 0.0191956
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_v_weights.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_v_weights_rom
INFO: [VRFC 10-311] analyzing module attention_v_weights
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_k_cache_V.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_k_cache_V_rom
INFO: [VRFC 10-311] analyzing module attention_k_cache_V
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_v_cache_V.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_v_cache_V_rom
INFO: [VRFC 10-311] analyzing module attention_v_cache_V
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_ln_weigrcU.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_ln_weigrcU_rom
INFO: [VRFC 10-311] analyzing module attention_ln_weigrcU
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_o_weights.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_o_weights_rom
INFO: [VRFC 10-311] analyzing module attention_o_weights
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_quantizsc4.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_quantizsc4_ram
INFO: [VRFC 10-311] analyzing module attention_quantizsc4
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_q_proj_wdI.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_q_proj_wdI_ram
INFO: [VRFC 10-311] analyzing module attention_q_proj_wdI
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_k_cacheBew.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_k_cacheBew_ram
INFO: [VRFC 10-311] analyzing module attention_k_cacheBew
INFO: [VRFC 10-2263] Analyzing SystemVerilog file "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/attention_attn_weEe0.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module attention_attn_weEe0_ram
INFO: [VRFC 10-311] analyzing module attention_attn_weEe0
Starting static elaboration
Pass Through NonSizing Optimizer
Completed static elaboration
Starting simulation data flow analysis
Completed simulation data flow analysis
Time Resolution for simulation is 1ps
Compiling module xil_defaultlib.apply_rotary_pos_ibs_ram
Compiling module xil_defaultlib.apply_rotary_pos_ibs(DataWidth=4...
Compiling module xil_defaultlib.attention_ln_weigqcK_rom
Compiling module xil_defaultlib.attention_ln_weigqcK(DataWidth=4...
Compiling module xil_defaultlib.attention_q_weights_rom
Compiling module xil_defaultlib.attention_q_weights(DataWidth=8,...
Compiling module xil_defaultlib.attention_k_weights_rom
Compiling module xil_defaultlib.attention_k_weights(DataWidth=8,...
Compiling module xil_defaultlib.attention_v_weights_rom
Compiling module xil_defaultlib.attention_v_weights(DataWidth=8,...
Compiling module xil_defaultlib.attention_k_cache_V_rom
Compiling module xil_defaultlib.attention_k_cache_V(DataWidth=40...
Compiling module xil_defaultlib.attention_v_cache_V_rom
Compiling module xil_defaultlib.attention_v_cache_V(DataWidth=40...
Compiling module xil_defaultlib.attention_ln_weigrcU_rom
Compiling module xil_defaultlib.attention_ln_weigrcU(DataWidth=4...
Compiling module xil_defaultlib.attention_o_weights_rom
Compiling module xil_defaultlib.attention_o_weights(DataWidth=8,...
Compiling module xil_defaultlib.attention_quantizsc4_ram
Compiling module xil_defaultlib.attention_quantizsc4(DataWidth=8...
Compiling module xil_defaultlib.attention_q_proj_wdI_ram
Compiling module xil_defaultlib.attention_q_proj_wdI(DataWidth=4...
Compiling module xil_defaultlib.attention_k_cacheBew_ram
Compiling module xil_defaultlib.attention_k_cacheBew(DataWidth=4...
Compiling module xil_defaultlib.attention_attn_weEe0_ram
Compiling module xil_defaultlib.attention_attn_weEe0(DataWidth=4...
Compiling module xil_defaultlib.sqrt_fixed_42_26_s
Compiling module xil_defaultlib.dut_mul_40s_42ns_bkb_MulnS_0
Compiling module xil_defaultlib.dut_mul_40s_42ns_bkb(ID=1,NUM_ST...
Compiling module xil_defaultlib.dut_udiv_33s_29nscud_div_u(in0_W...
Compiling module xil_defaultlib.dut_udiv_33s_29nscud_div(in0_WID...
Compiling module xil_defaultlib.dut_udiv_33s_29nscud(ID=1,NUM_ST...
Compiling module xil_defaultlib.dut_mul_72s_40s_7dEe_MulnS_1
Compiling module xil_defaultlib.dut_mul_72s_40s_7dEe(ID=1,NUM_ST...
Compiling module xil_defaultlib.rms_norm_384_s
Compiling module xil_defaultlib.exp_40_24_s_f_x_mkbM_rom
Compiling module xil_defaultlib.exp_40_24_s_f_x_mkbM(DataWidth=3...
Compiling module xil_defaultlib.exp_40_24_s_f_x_mlbW_rom
Compiling module xil_defaultlib.exp_40_24_s_f_x_mlbW(DataWidth=4...
Compiling module xil_defaultlib.exp_40_24_s_exp_xmb6_rom
Compiling module xil_defaultlib.exp_40_24_s_exp_xmb6(DataWidth=5...
Compiling module xil_defaultlib.dut_mul_50ns_47nsncg_MulnS_2
Compiling module xil_defaultlib.dut_mul_50ns_47nsncg(ID=1,NUM_ST...
Compiling module xil_defaultlib.dut_mul_50ns_50nsocq_MulnS_3
Compiling module xil_defaultlib.dut_mul_50ns_50nsocq(ID=1,NUM_ST...
Compiling module xil_defaultlib.exp_40_24_s
Compiling module xil_defaultlib.dut_sdiv_56ns_40spcA_div_u(in0_W...
Compiling module xil_defaultlib.dut_sdiv_56ns_40spcA_div(in0_WID...
Compiling module xil_defaultlib.dut_sdiv_56ns_40spcA(ID=1,NUM_ST...
Compiling module xil_defaultlib.softmax_1_8_6_s
Compiling module xil_defaultlib.dut_sdiv_72ns_61sfYi_div_u(in0_W...
Compiling module xil_defaultlib.dut_sdiv_72ns_61sfYi_div(in0_WID...
Compiling module xil_defaultlib.dut_sdiv_72ns_61sfYi(ID=1,NUM_ST...
Compiling module xil_defaultlib.linear_forward_no_mu
Compiling module xil_defaultlib.dut_udiv_40ns_40neOg_div_u(in0_W...
Compiling module xil_defaultlib.dut_udiv_40ns_40neOg_div(in0_WID...
Compiling module xil_defaultlib.dut_udiv_40ns_40neOg(ID=1,NUM_ST...
Compiling module xil_defaultlib.quantize_activation
Compiling module xil_defaultlib.apply_rotary_pos_g8j_rom
Compiling module xil_defaultlib.apply_rotary_pos_g8j(DataWidth=1...
Compiling module xil_defaultlib.apply_rotary_pos_hbi_rom
Compiling module xil_defaultlib.apply_rotary_pos_hbi(DataWidth=1...
Compiling module xil_defaultlib.apply_rotary_pos_emb
Compiling module xil_defaultlib.GEMM_3D_float
Compiling module xil_defaultlib.GEMM_3D_float_1
Compiling module xil_defaultlib.cache_update
Compiling module xil_defaultlib.transpose_last_two_d
Compiling module xil_defaultlib.reshape_2D_to_3D
Compiling module xil_defaultlib.init_2d_mem
Compiling module xil_defaultlib.dut_mul_58ns_56s_IfE_MulnS_4
Compiling module xil_defaultlib.dut_mul_58ns_56s_IfE(ID=1,NUM_ST...
Compiling module xil_defaultlib.attention
Compiling module xil_defaultlib.dut
Compiling module xil_defaultlib.AESL_autofifo_strm_in_V_V
Compiling module xil_defaultlib.AESL_autofifo_strm_out_V_V
Compiling module xil_defaultlib.apatb_dut_top
Compiling module work.glbl
Built simulation snapshot dut

****** Webtalk v2019.2 (64-bit)
  **** SW Build 2708876 on Wed Nov  6 21:39:14 MST 2019
  **** IP Build 2700528 on Thu Nov  7 00:09:20 MST 2019
    ** Copyright 1986-2019 Xilinx, Inc. All Rights Reserved.

source /home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/xsim.dir/dut/webtalk/xsim_webtalk.tcl -notrace
INFO: [Common 17-206] Exiting Webtalk at Thu Nov 28 18:18:48 2024...

****** xsim v2019.2 (64-bit)
  **** SW Build 2708876 on Wed Nov  6 21:39:14 MST 2019
  **** IP Build 2700528 on Thu Nov  7 00:09:20 MST 2019
    ** Copyright 1986-2019 Xilinx, Inc. All Rights Reserved.

source xsim.dir/dut/xsim_script.tcl
# xsim {dut} -autoloadwcfg -tclbatch {dut.tcl}
Vivado Simulator 2019.2
Time resolution is 1 ps
source dut.tcl
## run all
////////////////////////////////////////////////////////////////////////////////////
// Inter-Transaction Progress: Completed Transaction / Total Transaction
// Intra-Transaction Progress: Measured Latency / Latency Estimation * 100%
//
// RTL Simulation : "Inter-Transaction Progress" ["Intra-Transaction Progress"] @ "Simulation Time"
////////////////////////////////////////////////////////////////////////////////////
// RTL Simulation : 0 / 1 [0.00%] @ "125000"
// RTL Simulation : 1 / 1 [100.00%] @ "23878395000"
////////////////////////////////////////////////////////////////////////////////////
$finish called at time : 23878435 ns : File "/home/pis7/ece6775-final/ecelinux/attention.prj/solution1/sim/verilog/dut.autotb.v" Line 271
run: Time (s): cpu = 00:00:00.01 ; elapsed = 00:01:37 . Memory (MB): peak = 1677.863 ; gain = 0.000 ; free physical = 290112 ; free virtual = 369676
## quit
INFO: [Common 17-206] Exiting xsim at Thu Nov 28 18:20:33 2024...
result: 0.0192108, ground_truth: 0.0191956
result: 0.223618, ground_truth: 0.223801
result: -0.00708008, ground_truth: -0.00587463
result: -0.0716248, ground_truth: -0.0723877
result: 0.0582733, ground_truth: 0.059433
result: -0.178482, ground_truth: -0.178116
result: 0.09935, ground_truth: 0.0994568
result: 0.228073, ground_truth: 0.227631
result: 0.0487671, ground_truth: 0.0479126
result: 0.1716, ground_truth: 0.172043
result: -0.0611115, ground_truth: -0.0614624
result: -0.220978, ground_truth: -0.22139
result: 0.176865, ground_truth: 0.174255
result: 0.179092, ground_truth: 0.178909
result: -0.14003, ground_truth: -0.139908
result: 0.053421, ground_truth: 0.053772
result: -0.0392456, ground_truth: -0.0408478
result: 0.0390472, ground_truth: 0.0390167
result: -0.0983429, ground_truth: -0.100479
result: 0.212082, ground_truth: 0.212479
result: 0.220978, ground_truth: 0.221573
result: 0.0145569, ground_truth: 0.0135345
result: -0.0265045, ground_truth: -0.0250702
result: -0.0433044, ground_truth: -0.0426636
result: 0.13295, ground_truth: 0.132416
result: -0.172623, ground_truth: -0.172455
result: -0.0410767, ground_truth: -0.0418549
result: -0.0101166, ground_truth: -0.0123444
result: 0.0631256, ground_truth: 0.0624695
result: 0.126877, ground_truth: 0.125946
result: -0.0718384, ground_truth: -0.0707703
result: -0.118378, ground_truth: -0.117874
result: -0.0147705, ground_truth: -0.0135498
result: -0.0127411, ground_truth: -0.0127411
result: -0.143677, ground_truth: -0.144562
result: 0.202164, ground_truth: 0.201752
result: -0.057663, ground_truth: -0.0566101
result: 0.0999603, ground_truth: 0.0990601
result: -0.0629272, ground_truth: -0.0638885
result: 0.106232, ground_truth: 0.106934
result: -0.0232697, ground_truth: -0.0228577
result: -0.199326, ground_truth: -0.198334
result: 0.00505066, ground_truth: 0.00363159
result: -0.0756836, ground_truth: -0.0738068
result: -0.152176, ground_truth: -0.152649
result: 0.0198212, ground_truth: 0.0198059
result: -0.217545, ground_truth: -0.21492
result: -0.0536194, ground_truth: -0.0531769
result: -0.128296, ground_truth: -0.128784
result: 0.0447235, ground_truth: 0.0448761
result: 0.0137482, ground_truth: 0.0143433
result: 0.105835, ground_truth: 0.104507
result: -0.0273132, ground_truth: -0.0293274
result: 0.140839, ground_truth: 0.141922
result: 0.00444031, ground_truth: 0.00282288
result: -0.110291, ground_truth: -0.109589
result: 0.17363, ground_truth: 0.175278
result: 0.0661621, ground_truth: 0.0679169
result: 0.0435028, ground_truth: 0.0428467
result: 0.0273132, ground_truth: 0.0258636
result: 0.0601044, ground_truth: 0.0578156
result: -0.140839, ground_truth: -0.142746
result: -0.0149689, ground_truth: -0.0163879
result: -0.0789185, ground_truth: -0.0774384
result: -0.00909424, ground_truth: -0.00970459
result: -0.190018, ground_truth: -0.190247
result: 0.0795288, ground_truth: 0.0812683
result: 0.0133514, ground_truth: 0.0135345
result: 0.138214, ground_truth: 0.139282
result: 0.0847931, ground_truth: 0.0838928
result: 0.0764923, ground_truth: 0.0772247
result: -0.0157776, ground_truth: -0.0155792
result: -0.0149689, ground_truth: -0.0163879
result: -0.180908, ground_truth: -0.181351
result: 0.120804, ground_truth: 0.121094
result: -0.116364, ground_truth: -0.117462
result: 0.106445, ground_truth: 0.104721
result: 0.0845795, ground_truth: 0.0848999
result: -0.0562592, ground_truth: -0.055603
result: -0.076889, ground_truth: -0.0782471
result: 0.106033, ground_truth: 0.107346
result: 0.146713, ground_truth: 0.149399
result: 0.214905, ground_truth: 0.216721
result: 0.0127411, ground_truth: 0.0141449
result: -0.0507813, ground_truth: -0.049942
result: 0.0121307, ground_truth: 0.0115204
result: 0.126266, ground_truth: 0.126144
result: 0.138016, ground_truth: 0.138275
result: -0.234131, ground_truth: -0.233505
result: 0.0631256, ground_truth: 0.0628662
result: -0.138214, ground_truth: -0.137482
result: -0.0522003, ground_truth: -0.0533752
result: -0.0380402, ground_truth: -0.0374146
result: -0.0216522, ground_truth: -0.0212402
result: -0.132751, ground_truth: -0.132019
result: -0.105835, ground_truth: -0.105331
result: 0.145294, ground_truth: 0.145752
result: 0.0341949, ground_truth: 0.0333557
result: 0.106842, ground_truth: 0.106339
result: -0.10199, ground_truth: -0.102905
result: -0.0196228, ground_truth: -0.0204315
result: 0.0574646, ground_truth: 0.0570068
result: 0.110291, ground_truth: 0.110977
result: 0.00404358, ground_truth: 0.00444031
result: 0.094696, ground_truth: 0.0937958
result: 0.00708008, ground_truth: 0.00666809
result: 0.0161896, ground_truth: 0.0175781
result: -0.0730438, ground_truth: -0.0731964
result: -0.197708, ground_truth: -0.198532
result: 0.158646, ground_truth: 0.157486
result: 0.202774, ground_truth: 0.203781
result: 0.0400696, ground_truth: 0.0386047
result: -0.202774, ground_truth: -0.204407
result: -0.0115204, ground_truth: -0.0109253
result: -0.0109253, ground_truth: -0.0101166
result: -0.0582733, ground_truth: -0.0572205
result: -0.201752, ground_truth: -0.203995
result: -0.035614, ground_truth: -0.0339661
result: -0.0293427, ground_truth: -0.0291138
result: -0.0311584, ground_truth: -0.0311432
result: -0.115952, ground_truth: -0.115646
result: -0.0497742, ground_truth: -0.0515594
result: 0.248703, ground_truth: 0.249069
result: -0.135376, ground_truth: -0.134445
result: 0.0558472, ground_truth: 0.053772
result: -0.0214386, ground_truth: -0.0234528
result: -0.0938873, ground_truth: -0.0915833
result: 0.0762939, ground_truth: 0.0778351
result: 0.0400696, ground_truth: 0.0396118
result: -0.00646973, ground_truth: -0.006073
result: 0.100174, ground_truth: 0.0998688
result: 0.0734558, ground_truth: 0.0735779
result: -0.0546265, ground_truth: -0.0545959
result: 0.217941, ground_truth: 0.218536
result: 0.023056, ground_truth: 0.0234375
result: -0.138611, ground_truth: -0.138901
result: -0.246277, ground_truth: -0.246658
result: 0.0856018, ground_truth: 0.0834808
result: -0.148941, ground_truth: -0.15062
result: 0.160873, ground_truth: 0.162735
result: 0.0633392, ground_truth: 0.0662994
result: -0.0438995, ground_truth: -0.044281
result: -0.0817566, ground_truth: -0.0818787
result: 0.0983429, ground_truth: 0.0990601
result: -0.0135498, ground_truth: -0.0123444
result: 0.0206299, ground_truth: 0.021225
result: -0.138214, ground_truth: -0.137283
result: 0.0961151, ground_truth: 0.0952148
result: 0.175446, ground_truth: 0.176483
result: 0.0896454, ground_truth: 0.0883331
result: 0.0348053, ground_truth: 0.0345612
result: 0.0853882, ground_truth: 0.0832825
result: -0.145706, ground_truth: -0.146576
result: 0.13942, ground_truth: 0.138275
result: 0.180511, ground_truth: 0.181747
result: -0.0455322, ground_truth: -0.044281
result: -0.09935, ground_truth: -0.100891
result: -0.0914612, ground_truth: -0.0934143
result: -0.150955, ground_truth: -0.151031
result: 0.0370331, ground_truth: 0.0359802
result: -0.0884247, ground_truth: -0.0889587
result: -0.00323486, ground_truth: -0.00102234
result: 0.0214386, ground_truth: 0.0206146
result: 0.0167847, ground_truth: 0.0159607
result: -0.0776978, ground_truth: -0.0786591
result: -0.00201416, ground_truth: -0.00222778
result: -0.0649567, ground_truth: -0.0641022
result: 0.165939, ground_truth: 0.167191
result: -0.0683899, ground_truth: -0.0671234
result: -0.0505829, ground_truth: -0.0495453
result: -0.0149689, ground_truth: -0.0149689
result: 0.0313568, ground_truth: 0.032135
result: 0.101181, ground_truth: 0.100677
result: -0.199127, ground_truth: -0.198532
result: -0.0856018, ground_truth: -0.086731
result: 0.13092, ground_truth: 0.131805
result: -0.139023, ground_truth: -0.140717
result: 0.0625305, ground_truth: 0.0630646
result: 0.0967255, ground_truth: 0.0966339
result: 0.158249, ground_truth: 0.157288
result: 0.136795, ground_truth: 0.137268
result: -0.00404358, ground_truth: -0.00202942
result: 0.0216522, ground_truth: 0.0238495
result: -0.14975, ground_truth: -0.150833
result: -0.0153656, ground_truth: -0.0171967
result: 0.225632, ground_truth: 0.227234
result: -0.082962, ground_truth: -0.0834961
result: 0.242233, ground_truth: 0.240982
result: 0.192856, ground_truth: 0.194077
result: 0.124252, ground_truth: 0.12413
result: -0.0722351, ground_truth: -0.071167
result: 0.0526123, ground_truth: 0.0523529
result: -0.00363159, ground_truth: -0.0030365
result: -0.0354004, ground_truth: -0.0366058
result: -0.346054, ground_truth: -0.345306
result: 0.00970459, ground_truth: 0.0101013
result: 0.0965271, ground_truth: 0.0960236
result: -0.0226593, ground_truth: -0.0214386
result: -0.017807, ground_truth: -0.016983
result: -0.0783081, ground_truth: -0.0776367
result: 0.122421, ground_truth: 0.120895
result: -0.0435028, ground_truth: -0.0444794
result: -0.141449, ground_truth: -0.143143
result: -0.0107117, ground_truth: -0.00950623
result: -0.0105133, ground_truth: -0.0105133
result: 0.0979462, ground_truth: 0.097641
result: 0.0839844, ground_truth: 0.0850983
result: 0.0653534, ground_truth: 0.0661011
result: 0.0671844, ground_truth: 0.0673218
result: 0.0639496, ground_truth: 0.0648956
result: 0.297485, ground_truth: 0.29921
result: -0.333298, ground_truth: -0.333588
result: -0.277451, ground_truth: -0.276367
result: 0.0524139, ground_truth: 0.0507355
result: -0.0957184, ground_truth: -0.0964355
result: -0.0384369, ground_truth: -0.03862
result: 0.204391, ground_truth: 0.202362
result: 0.211884, ground_truth: 0.212265
result: -0.0882263, ground_truth: -0.0877533
result: 0.151367, ground_truth: 0.151016
result: -0.0942993, ground_truth: -0.0952301
result: -0.0455322, ground_truth: -0.0434723
result: -0.00323486, ground_truth: -0.00364685
result: 0.0641479, ground_truth: 0.0648956
result: -0.183136, ground_truth: -0.183578
result: -0.094696, ground_truth: -0.0956268
result: -0.0509949, ground_truth: -0.0493317
result: -0.17099, ground_truth: -0.170441
result: 0.147522, ground_truth: 0.145157
result: 0.33046, ground_truth: 0.331146
result: 0.0390472, ground_truth: 0.0371857
result: -0.261047, ground_truth: -0.259995
result: 0.0866089, ground_truth: 0.0855103
result: -0.336945, ground_truth: -0.336212
result: -0.041687, ground_truth: -0.0412445
result: -0.268539, ground_truth: -0.269089
result: -0.270157, ground_truth: -0.270706
result: 0.113724, ground_truth: 0.11058
result: -0.196289, ground_truth: -0.195908
result: 0.0617218, ground_truth: 0.0618591
result: 0.0376282, ground_truth: 0.0398254
result: -0.121826, ground_truth: -0.121506
result: -0.0317688, ground_truth: -0.0315399
result: -0.100174, ground_truth: -0.10231
result: 0.223404, ground_truth: 0.222992
result: -0.127899, ground_truth: -0.12738
result: -0.159256, ground_truth: -0.156693
result: -0.141449, ground_truth: -0.141327
result: 0.273605, ground_truth: 0.272919
result: -0.103806, ground_truth: -0.103928
result: -0.0623169, ground_truth: -0.0630798
result: 0.105225, ground_truth: 0.104721
result: 0.075882, ground_truth: 0.0778351
result: 0.0424957, ground_truth: 0.0426483
result: 0.0938873, ground_truth: 0.0927887
result: 0.0109253, ground_truth: 0.00909424
result: -0.0627289, ground_truth: -0.0628815
result: -0.12648, ground_truth: -0.124542
result: 0.00950623, ground_truth: 0.0101013
result: -0.202972, ground_truth: -0.202988
result: 0.227859, ground_truth: 0.226425
result: -0.0562592, ground_truth: -0.0574188
result: -0.0787201, ground_truth: -0.0780487
result: -0.0479584, ground_truth: -0.0471191
result: -0.0275116, ground_truth: -0.0281067
result: -0.119598, ground_truth: -0.118881
result: -0.0285339, ground_truth: -0.0299225
result: 0.14975, ground_truth: 0.149994
result: -0.106033, ground_truth: -0.107361
result: -0.0987549, ground_truth: -0.0996704
result: -0.094696, ground_truth: -0.094223
result: -0.100769, ground_truth: -0.099472
result: 0.0550385, ground_truth: 0.0563965
result: 0.0202332, ground_truth: 0.0210114
result: 0.0981445, ground_truth: 0.0998688
result: -0.0236664, ground_truth: -0.0232544
result: 0.0641479, ground_truth: 0.0652924
result: -0.193665, ground_truth: -0.194702
result: 0.0750732, ground_truth: 0.0731812
result: -0.201157, ground_truth: -0.199753
result: -0.076889, ground_truth: -0.0778503
result: 0.128098, ground_truth: 0.128983
result: -0.0141602, ground_truth: -0.0137482
result: -0.215927, ground_truth: -0.214706
result: 0.0584717, ground_truth: 0.0586243
result: -0.0200348, ground_truth: -0.0184021
result: 0.215118, ground_truth: 0.215103
result: -0.322372, ground_truth: -0.322067
result: -0.160065, ground_truth: -0.161331
result: 0.158249, ground_truth: 0.1595
result: -0.153595, ground_truth: -0.153458
result: 0.129105, ground_truth: 0.127151
result: -0.0420837, ground_truth: -0.0402374
result: -0.0601044, ground_truth: -0.0604553
result: 0.112305, ground_truth: 0.112396
result: -0.113724, ground_truth: -0.112823
result: 0.126068, ground_truth: 0.124725
result: 0.0285339, ground_truth: 0.0301208
result: -0.128708, ground_truth: -0.126968
result: -0.0103149, ground_truth: -0.0111237
result: 0.0874176, ground_truth: 0.0875244
result: -0.0912628, ground_truth: -0.0903778
result: 0.0447235, ground_truth: 0.0464935
result: 0.0317688, ground_truth: 0.0309296
result: 0.0675812, ground_truth: 0.0662994
result: -0.103607, ground_truth: -0.101898
result: 0.113922, ground_truth: 0.114212
result: 0.118378, ground_truth: 0.117661
result: -0.330673, ground_truth: -0.33136
result: 0.0938873, ground_truth: 0.0931854
result: 0.0781097, ground_truth: 0.0794373
result: 0.0493774, ground_truth: 0.0507355
result: 0.119385, ground_truth: 0.118469
result: -0.306992, ground_truth: -0.304672
result: -0.225632, ground_truth: -0.226242
result: -0.13942, ground_truth: -0.139297
result: 0.0740662, ground_truth: 0.0721741
result: -0.0350037, ground_truth: -0.0331573
result: 0.0137482, ground_truth: 0.0135345
result: 0.190018, ground_truth: 0.187408
result: 0.0536194, ground_truth: 0.0527649
result: -0.247498, ground_truth: -0.247665
result: 0.138214, ground_truth: 0.137268
result: 0.158447, ground_truth: 0.159103
result: 0.134979, ground_truth: 0.13504
result: -0.145493, ground_truth: -0.146378
result: -0.136993, ground_truth: -0.135468
result: -0.0914612, ground_truth: -0.0921936
result: -0.199127, ground_truth: -0.199341
result: 0.110489, ground_truth: 0.111588
result: -0.015976, ground_truth: -0.0163879
result: -0.0105133, ground_truth: -0.0105133
result: 0.151169, ground_truth: 0.151413
result: -0.119186, ground_truth: -0.118484
result: 0.046936, ground_truth: 0.0464935
result: -0.0018158, ground_truth: -0.00141907
result: -0.100174, ground_truth: -0.100082
result: -0.113113, ground_truth: -0.113022
result: 0.101181, ground_truth: 0.102295
result: -0.0639496, ground_truth: -0.0646973
result: -0.19043, ground_truth: -0.191467
result: -0.0190125, ground_truth: -0.0194092
result: -0.152374, ground_truth: -0.153656
result: -0.0631256, ground_truth: -0.0624847
result: -0.0783081, ground_truth: -0.0776367
result: 0.161087, ground_truth: 0.161728
result: -0.0605011, ground_truth: -0.0588379
result: 0.145493, ground_truth: 0.144745
result: -0.214096, ground_truth: -0.213699
result: 0.094696, ground_truth: 0.0964203
result: -0.057663, ground_truth: -0.0600586
result: -0.0244751, ground_truth: -0.0238647
result: -0.21875, ground_truth: -0.217133
result: -0.116364, ground_truth: -0.11525
result: -0.0532227, ground_truth: -0.0537872
result: 0.217941, ground_truth: 0.219757
result: -0.0345917, ground_truth: -0.0355835
result: -0.0354004, ground_truth: -0.0345764
result: 0.230499, ground_truth: 0.231476
result: -0.0584717, ground_truth: -0.0590363
result: 0.199127, ground_truth: 0.201752
result: -0.137405, ground_truth: -0.136871
result: 0.104019, ground_truth: 0.104507
result: -0.118378, ground_truth: -0.117676
result: -0.0428925, ground_truth: -0.0430756
result: 0.0667725, ground_truth: 0.0675201
result: 0.0851898, ground_truth: 0.0847015
result: -0.09935, ground_truth: -0.100479
result: 0.128494, ground_truth: 0.128372
result: 0.132751, ground_truth: 0.131409
result: 0.0864105, ground_truth: 0.0848999
result: -0.310837, ground_truth: -0.310944
result: 0.0455322, ground_truth: 0.043869
result: -0.0198212, ground_truth: -0.0204315
result: -0.00221252, ground_truth: -0.00404358
result: -0.134171, ground_truth: -0.135864
result: 0.150146, ground_truth: 0.150208
result: -0.0499725, ground_truth: -0.0481262
result: 0.0714264, ground_truth: 0.0715637
result: -0.041687, ground_truth: -0.0422668
result: -0.1026, ground_truth: -0.100891
result: 0.0979462, ground_truth: 0.097641
result: -0.272583, ground_truth: -0.272736
result: -0.238785, ground_truth: -0.240387

[32mRMSE: [0m0.0011349
[35mattention           : [0m[35m     1 calls; [0m[35m 21.389 msecs total time
[0m
